Wall time,Step,Value
1719774895.6256423,1200,-31.03174591064453
1719774992.2957592,2400,-36.79365158081055
1719775091.528532,3600,-21.26984214782715
1719775187.610909,4800,-21.349206924438477
1719775288.794529,6000,-21.44444465637207
1719775384.9156213,7200,-25.079364776611328
1719775484.3449948,8400,-23.015872955322266
1719775585.367276,9600,-25.571428298950195
1719775684.7186315,10800,-25.761905670166016
1719775784.2392251,12000,-25.539682388305664
1719775884.0307357,13200,-28.095237731933594
1719775976.4723916,14400,-23.920635223388672
1719776078.649783,15600,-20.873016357421875
1719776185.0160215,16800,-20.85714340209961
1719776283.9278994,18000,-24.158729553222656
1719776392.4456794,19200,-23.22222137451172
1719776496.2942786,20400,-23.396825790405273
1719776601.1469996,21600,-21.4761905670166
1719776708.3902504,22800,-19.0
1719776815.3244083,24000,-17.41269874572754
1719776917.0240867,25200,-19.85714340209961
1719777027.148847,26400,-8.7619047164917
1719777133.5262496,27600,-17.380952835083008
1719777235.651016,28800,-11.301587104797363
1719777343.3324537,30000,-20.126983642578125
1719777447.5142586,31200,-20.206348419189453
1719777553.6272256,32400,-9.952381134033203
1719777661.069831,33600,-19.349206924438477
1719777760.0221438,34800,-8.063491821289062
1719777863.2359927,36000,-16.793651580810547
1719777970.415787,37200,-13.142857551574707
1719778080.951524,38400,-11.253968238830566
1719778191.138585,39600,-7.904761791229248
1719778304.3412175,40800,-11.365078926086426
1719778417.0219543,42000,-9.2380952835083
1719778529.784216,43200,-13.492063522338867
1719778644.8188372,44400,-13.634921073913574
1719778757.620273,45600,-17.650793075561523
1719778874.9024744,46800,-19.936508178710938
1719778989.533244,48000,-14.269841194152832
1719779106.7766595,49200,-8.142857551574707
1719779222.7082005,50400,-16.238094329833984
1719779339.9693253,51600,-12.698412895202637
1719779461.0360553,52800,-13.714285850524902
1719779578.3365977,54000,-7.1587300300598145
1719779697.1375866,55200,-7.349206447601318
1719779817.56623,56400,-7.396825313568115
1719779934.7988944,57600,-14.841269493103027
1719780049.6408865,58800,-14.11111068725586
1719780164.9095504,60000,-4.17460298538208
1719780279.9578645,61200,-14.015872955322266
1719780401.2039046,62400,-9.126984596252441
1719780520.8744133,63600,-8.34920597076416
1719780642.7899084,64800,-10.365078926086426
1719780761.6874802,66000,-18.984127044677734
1719780880.6118004,67200,-6.873015880584717
1719780998.1451406,68400,-13.396825790405273
1719781118.6941812,69600,-10.095237731933594
1719781241.6653981,70800,-7.761904716491699
1719781364.7051487,72000,-7.682539463043213
1719781481.3502922,73200,-16.063491821289062
1719781607.0686796,74400,-9.904762268066406
1719781727.7734628,75600,-4.412698268890381
1719781853.7519665,76800,-6.126984119415283
1719781976.2786238,78000,-4.396825313568115
1719782096.5948853,79200,-8.936508178710938
1719782217.936487,80400,-5.079365253448486
1719782340.3412492,81600,-7.809523582458496
1719782469.7558541,82800,-7.476190567016602
1719782596.9569976,84000,-5.682539463043213
1719782721.382629,85200,-5.666666507720947
1719782845.8725424,86400,-9.11111068725586
1719782973.5290563,87600,-5.539682388305664
1719783098.628839,88800,-6.857142925262451
1719783229.7628095,90000,-9.20634937286377
1719783345.5907948,91200,-4.888888835906982
1719783467.032008,92400,-12.904762268066406
1719783591.0997543,93600,-4.7936506271362305
1719783715.4424684,94800,-2.539682626724243
1719783834.3868585,96000,-3.6190476417541504
1719783959.2035193,97200,-4.349206447601318
1719784082.0657709,98400,-3.857142925262451
1719784204.038141,99600,-4.365079402923584
1719784326.9270582,100800,-6.238095283508301
1719784436.2101965,102000,-8.142857551574707
1719784558.0209796,103200,-8.20634937286377
1719784681.6587846,104400,-4.634920597076416
1719784796.1296048,105600,-2.8412697315216064
1719784920.2446089,106800,-3.9682538509368896
1719785038.744137,108000,-9.190476417541504
1719785156.8726325,109200,-6.1587300300598145
1719785280.0438995,110400,-2.0158729553222656
1719785400.2347195,111600,-7.55555534362793
1719785516.2454998,112800,-2.873015880584717
1719785634.2085059,114000,-17.55555534362793
1719785750.4548407,115200,-4.269841194152832
1719785867.9032094,116400,-6.650793552398682
1719785977.1599846,117600,-6.5714287757873535
1719786101.4030936,118800,-3.873015880584717
1719786215.4382985,120000,-6.44444465637207
1719786340.445322,121200,-2.9365079402923584
1719786468.9985366,122400,-5.746031761169434
1719786591.0259867,123600,-5.55555534362793
1719786714.7376473,124800,-4.38095235824585
1719786838.235903,126000,-6.126984119415283
1719786952.521525,127200,-3.777777671813965
1719787079.236817,128400,-4.253968238830566
1719787194.132498,129600,-5.476190567016602
1719787321.5825067,130800,-2.7460317611694336
1719787443.997796,132000,-5.17460298538208
1719787563.444646,133200,-5.492063522338867
1719787683.7408,134400,-4.4285712242126465
1719787806.2538335,135600,-8.365078926086426
1719787924.1576912,136800,-3.539682626724243
1719788045.7399387,138000,-4.7936506271362305
1719788171.3564906,139200,-6.523809432983398
1719788291.2242734,140400,-6.984127044677734
1719788414.8421397,141600,-6.634920597076416
1719788537.550761,142800,-3.857142925262451
1719788655.234667,144000,-2.7142856121063232
1719788770.2886586,145200,-3.761904716491699
1719788884.0192437,146400,-3.3492064476013184
1719788983.852426,147600,-4.015872955322266
1719789102.0247617,148800,-5.968254089355469
1719789227.207498,150000,-5.539682388305664
1719789344.692121,151200,-6.126984119415283
1719789464.9478157,152400,-7.4285712242126465
1719789588.8880315,153600,-5.634920597076416
1719789711.5373228,154800,-5.111111164093018
1719789835.96394,156000,-6.126984119415283
1719789961.9518137,157200,-4.777777671813965
1719790083.9509478,158400,-6.063492298126221
1719790210.4468217,159600,-4.539682388305664
1719790326.1101933,160800,-6.38095235824585
1719790440.841365,162000,-5.666666507720947
1719790560.0435264,163200,-4.984127044677734
1719790682.6234863,164400,-5.476190567016602
1719790799.129397,165600,-4.746031761169434
1719790910.3936486,166800,-15.603174209594727
1719791032.3474708,168000,-4.17460298538208
1719791154.1616967,169200,-5.142857074737549
1719791275.6272185,170400,-3.5714285373687744
1719791394.6443346,171600,-3.0317461490631104
1719791515.3163571,172800,-6.492063522338867
1719791640.5772173,174000,-3.5714285373687744
1719791767.4474266,175200,-4.587301731109619
1719791892.5874224,176400,-4.8412699699401855
1719792016.748673,177600,-3.2857143878936768
1719792143.6629126,178800,-5.317460536956787
1719792268.8919835,180000,-5.126984119415283
1719792389.9094188,181200,-4.285714149475098
1719792514.5398347,182400,-6.111111164093018
1719792635.5572524,183600,-11.603174209594727
1719792753.473598,184800,-10.44444465637207
1719792878.7204783,186000,-5.952381134033203
1719793000.3529234,187200,-2.9841270446777344
1719793122.13506,188400,-2.9682538509368896
1719793226.3513272,189600,-3.2857143878936768
1719793337.8319435,190800,-7.460317611694336
1719793452.746497,192000,-6.952381134033203
